Gene	A31338	A31372	A31360	A31387	A30212	A33903	A31406	A31388	A31288	A31390	A30231	A31428	A31432	A31467	A31459
AC012314.2	0.9678	0	1.5337	0	0.2493	0	0.7056	0	2.2611	0.007	0	0.5691	0.2436	0	0.6644
AC012314.20	4.9697	0	0.5417	2.9535	0.8592	0.7963	0.5874	2.6983	0	0	2.1315	0.0941	0	0	0.7925
AC012314.21	1.6255	0.354	4.3829	0	0.8007	0	1.4219	0	4.6721	0.1405	1.9327	0.8459	0.436	0	1.2044
AC012314.6	0.1922	0.2638	0.5338	0	0.2157	0.0329	0.5079	0.2231	0.1368	0	1.8675	0.3882	1.6838	0.4677	0.3025
AC012314.8	3.3006	2.4505	6.6191	4.7043	2.5645	5.9811	3.9365	4.596	3.1237	4.2572	2.2705	5.3392	3.952	5.9462	1.7575
AC012317.1	3.8357	0	0	0	0	0	0	0	0.005	0	0	0.0022	0	0	0
AC012318.1	21.709	8.6128	2.0585	9.1823	3.8419	11.8128	11.9576	11.0901	9.1838	7.3641	1.1731	24.2487	9.2071	12.8428	6.5714
AC012318.2	78.4165	68.9499	89.3085	50.3119	36.4363	131.385	66.7787	69.9196	72.3864	106.2146	64.6303	86.4533	71.9454	50.2902	59.6437
AC012339.1	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012349.1	6.1005	0.9042	0.4772	2.4688	1.2233	0.0119	7.0158	4.7709	5.3576	0.3918	1.4017	0.0482	0.6048	0	3.3283
AC012354.4	0.5559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012354.5	0.0268	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012354.6	0.1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012354.8	4.859	1.1403	0.6452	0.8595	0.899	0.6802	0.5506	0.3374	1.4226	0.6419	0.2637	0.7717	0.5242	0.7097	0.4734
AC012358.4	2.6917	1.259	1.1794	1.6506	0.8931	3.0081	1.1537	3.0165	0.5039	0	4.2425	6.0356	3.638	1.7251	1.2283
AC012358.7	1.9544	9.9638	2.9069	2.0556	1.33	5.7147	4.5754	23.0302	5.7474	0.5295	5.6435	15.8771	29.2257	6.9266	0.8791
AC012358.8	1.7969	3.1819	1.4412	1.9324	1.4821	2.1492	2.9662	2.8113	2.9646	3.3709	3.8477	1.9213	5.0465	3.7623	1.9216
AC012360.4	7.3421	2.7465	1.377	0.2144	0.4629	1.505	0.1273	0.0189	0	0.0125	24.4618	1.794	2.1686	0.2339	0.0965
AC012360.6	0.1541	0.3555	0	0	0	0	0	0	0	0	0	0.0329	0	0.3516	0
AC012361.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012362.3	0	0	0	0	0	0.0017	0	0	0	0	0	0.6396	0	0	0
AC012363.1	0.5826	3.5201	4.2848	0.8643	4.3555	7.8184	4.0225	4.1616	1.4651	4.0821	10.6323	4.7488	6.4496	6.138	2.5843
AC012363.10	3.0984	0	0	0	0	0.3678	0	0	0	2.4129	0	0.3537	0.7876	0	0
AC012363.11	1.1067	0	0	0	0.1149	0.5202	0	0	0	0	0	0.0698	1.1774	0	0
AC012363.12	5.5574	0	0.0465	0.0115	0.0518	0.479	0.0091	1.5738	0	0	9e-4	0.3457	0.3827	0.1004	0
AC012363.13	2.5837	0	0	0.8441	0.0518	0	0.5954	3.0622	0	0	0	0	0.5035	0	0
AC012363.2	4.8113	0	0	0	1.0333	0.1223	0	0	0	8.9198	0	0.3353	1.7571	0	0
AC012363.3	0.7685	0	0	0	0	0.4938	0	0	0	0	0	0	0.8842	0	0
AC012363.4	5.9344	0.1444	0	0.3011	0.372	0.6463	0.2647	1.8609	0.344	9.1066	0	1.317	3.063	1.8989	0
AC012363.7	5.8505	0.6211	0	0	0.4246	0.5389	0	0	0.1468	0	0.1059	0.4899	1.9107	0.5211	0
AC012363.8	4.5364	0.1633	0	0	0.2835	0.324	0	0	0.1177	1.721	0	0.5849	1.3312	0.2257	0
AC012363.9	3.3393	0	0	0	0.1602	0.3359	0	0	0	7.3926	0	0.8158	1.9179	0	0
AC012365.1	4.7784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.2	4.6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.3	3.8221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.4	0.6145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.5	3.2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.6	0.6504	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.7	2.7408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012365.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012366.1	2.6856	0.0244	0.8535	0	0.0686	0.2949	0.0142	0.0114	0.0259	0	0.432	1.3337	0.5418	0.6629	0.014
AC012366.2	4.5889	0.3272	0.2057	0.1826	0.0718	0.8294	0.4248	0.7593	0	0.3742	0.6203	0.8497	0.1851	1.2687	0
AC012368.1	1.7422	0.0452	0.8047	0.1773	0.3423	0.0632	1.7576	3.6479	0.0723	0	0.1162	0.3506	0.7707	0.0048	0.0937
AC012368.2	5.7952	0.3443	0.1809	0.0091	0.0567	0.1962	1.7241	1.176	2.6716	0.006	0.6001	0.0288	0.1298	0.6759	13.6303
AC012370.2	1.0046	1.4884	0	0.0641	0.4742	0.2704	0	1.3478	0.0966	0	1.1275	1.4524	1.5172	1.2783	1.6176
AC012370.3	4.4626	0	0	0.1081	0	0	0	0	0	0	0	0	0	0	0.3572
AC012377.2	1.9965	0.2484	0.2595	0	0.0455	0.7883	0.1924	0	0.2539	0.007	0	0.2875	0.1569	0	0
AC012379.1	130.5097	281.2332	256.3134	248.5639	188.048	268.4491	211.7396	209.6855	232.3795	172.8371	232.2857	257.8788	218.7028	449.3663	201.2506
AC012379.2	101.2867	218.4386	198.6791	205.1272	102.8649	223.0346	170.0172	177.0144	163.6032	167.5247	143.5861	203.6878	180.4303	382.6734	175.8357
AC012409.1	0.0719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012414.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012414.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012435.1	14.1951	30.546	17.5601	55.4432	9.1385	37.1632	26.9194	36.126	19.3813	9.5733	6.3748	29.7778	35.4417	29.9004	28.6951
AC012442.5	2.8032	6.6248	0.3569	2.8629	0.449	4.2545	2.6476	7.5885	2.3984	3.4944	0.7566	4.5946	5.7555	1.8885	3.4295
AC012442.6	3.7377	3.1486	1.2216	3.9196	0.0879	3.6802	6.4668	10.5534	2.3283	0.2502	9.3121	3.7335	5.6919	3.6678	3.3996
AC012445.1	0.4624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012451.1	8.1533	0	0	0	0	0	0	0	0	0	0	0	0.5264	0	0
AC012454.4	2.1215	0	0.4795	0.5142	0.2511	0.0991	0.9185	0	0	1.367	0.6068	0	0	0	0
AC012456.3	0.1267	0	0	0	0	0	0.0134	0	0	0	0	0	0.046	0	0
AC012456.4	2.5262	0	0	0	0	1.213	0	0	0	0	0	0.3784	0	0	0
AC012457.2	0.0532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012462.1	5.0727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012462.2	1.5803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012462.3	0.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012467.1	0	0	0	0	0	0	0.0769	0	0	0	0	0	0	0	0
AC012476.1	1.0429	0.8434	0.264	1.3652	0.0759	0.4141	0.0094	0.189	0.0293	0.5708	0.1565	0.0231	0.1565	0.0615	0.2812
AC012476.2	6.1947	0	0	0	0.2332	0	0	0.9934	0	0	1.1027	0	0.329	0.0475	0.197
AC012485.2	24.7258	0	0	0	0	0	0	0	0	0	2.118	0.3696	0	0	0
AC012487.2	7.184	2.6076	10.1316	1.5396	2.3081	5.779	1.2668	7.2183	4.2879	1.8765	3.5265	6.4358	7.8119	6.3363	0.6207
AC012490.1	2.097	0	0	0.472	0	0	0	0	3.4151	0	0	0	0	0	0.31
AC012493.1	0.8817	0	0	0	0.0735	0	0	0.0311	0.0347	0.0225	0.0218	0.0437	0	0.0423	0
AC012494.1	0.8202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012497.1	9.5918	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012497.2	2.9655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012498.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012499.1	0.4607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012501.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012501.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012501.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012506.1	0	0.056	0	0	0	0.4258	0	0	0.0396	0	0.0961	0	0.0687	0	0
AC012506.2	0.1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012506.3	0.2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012506.4	0.0869	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012507.3	0.0064	0.0579	0	0	0	0	0	0	0	0	0.2265	0.0069	0	0	0
AC012507.4	2.2868	0	0	0	0	1.1754	0	0	0	0	1.4268	0.5595	0.7584	2.2606	0
AC012511.1	1.0782	0	0	0.7419	0	0	0.1391	0	0	0	0	0	0	0	0
AC012512.1	0	0	0	0.2679	0.1635	0	0	0	0	0	0	0	0.129	0	0
AC012513.3	4.9188	1.1311	0.1447	0	0.1375	0.0387	0.8351	0	0	1.17	1.4113	1.3113	0.5781	0.8951	0
AC012513.4	6.5624	2.7928	3.6317	1.8876	2.8515	4.0892	0.5203	0.3287	0.6369	2.7778	1.5458	7.4416	17.2184	3.2553	2.7791
AC012513.6	0.8765	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012519.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012531.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012531.14	0.1538	0	0	0.9933	0	0	0	0.4157	0	0	0	0	0	0.839	0
AC012531.16	0.9623	0	0	0.0954	0	0	0	0	0	0	0	0	0	0	0
AC012531.17	4.0399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012533.1	0.0097	0.0123	0.0152	0.0135	0.0698	0	0	0	0.0251	0	0.223	0	0.015	0	0.166
AC012555.1	0.7381	0.4859	0	1.4149	0.4107	0.7249	0.0645	0.1705	0.0697	0.0207	0	0.6617	0.7742	0.1408	0.7794
AC012591.1	0.4017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012593.1	0.0918	0	0	0	0	0	0	0	0	0	0	0.1189	0	0.0881	0
AC012594.1	0.3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012596.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012598.1	0.1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012615.1	0.0315	0.0077	0.3989	0.0042	0.2663	0.0947	0.4957	0.1515	0.4047	0	0.1766	0	0.0885	0.0314	0
AC012618.1	6.7631	1.7372	1.2036	1.0812	0.4529	0.9889	1.4158	0.8871	0.8178	0.0517	0.6502	1.9407	3.2293	1.3695	2.6316
AC012621.1	28.2794	16.7735	6.7396	8.7472	5.6518	3.4419	9.7242	9.059	1.7606	0	0.7324	7.9419	11.1092	4.9835	1.4966
AC012621.2	8.9989	40.9849	11.8837	15.5716	4.3835	18.3838	12.1477	13.6141	8.9733	8.7059	6.3306	23.8437	22.65	13.404	18.9258
AC012640.3	0.1216	0	0	0	0.3878	0.3192	0.7086	2.2969	0	0.0422	0.5264	0.4289	0.95	0.6263	0.1959
AC012645.1	0.2869	0.7995	0.5075	0.6112	0.9563	1.3871	1.0067	1.4284	0.9	0.4222	0.2517	1.3842	0.737	1.8347	0.4461
AC012651.1	15.4237	7.0885	9.2843	11.7563	16.5869	6.0053	12.3899	14.6212	4.5918	13.1146	13.3645	7.9574	7.956	5.5431	16.0515
AC012652.1	161.1371	333.1932	214.7587	499.3721	147.6914	331.4717	456.1162	540.0242	360.7091	384.7999	647.9768	231.4496	456.3454	288.6593	1407.2889
AC012652.2	21.5992	46.07	49.0743	60.9737	13.4633	65.1893	35.0722	31.7371	30.3106	42.6086	14.5367	40.9871	79.1956	42.9129	58.3237
AC012667.1	0.0137	0.0176	0	0	0	0.0124	0	0	0	0	0	0.0341	0	0.0548	0
AC012668.1	1.08	0	0	0	0.0615	0	0	0	0	0	0	0	0	0	0
AC012668.2	2.5972	0.0018	0.0479	0.8817	0.2984	0	0.586	0	0.1163	0	2.0739	0.04	0	0.0149	1.5118
AC012668.3	0	0	0	0	0.5437	0	0	0	0	0	0	0	0	0	0
AC012671.1	0.0677	0.0478	0	0	0	0	0	0	0	0	0	0	0.0255	0	0
AC012671.2	1.0932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013244.1	2.1523	0	0	0	0.7146	0	0	0	0	0	0	0	0	0	0
AC013248.1	1.7769	14.0306	3.4852	1.7209	5.9989	4.7422	1.7298	2.8972	2.6143	2.6064	0.6803	12.1622	4.8766	9.6725	2.8521
AC013248.2	3.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013251.1	2.1242	0	0	0	0	0	1.0146	0	0	0	0	0	0	0	0
AC013251.2	1.407	0	0	0	0	0	0.5628	0	0	0	0	0	0	0	0
AC013256.1	0.0086	1.3049	0.4289	0	0	0.6668	0	0	0	3.2216	0.09	1.3002	0	1.2247	0
AC013262.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013264.2	0.4877	2.1792	0.285	0	0.709	0.1076	2.6942	3.7866	0.8891	0	3.1908	2.8633	4.2232	1.6952	1.6768
AC013267.1	5.6171	4.5386	0.7158	1.2643	0.8199	8.0777	0.6222	5.0845	1.1858	0.2127	11.39	1.6748	10.3181	5.1442	7.0832
AC013267.2	6.1241	2.0234	1.1672	0.8182	0.3769	4.2243	2.1018	3.4846	1.0801	0.3064	1.417	2.4918	3.7553	1.5764	2.342
AC013268.1	0.266	0	0	0	0	0.0758	0	0	0	0	0	0	1.3843	0.0381	0
AC013268.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013268.3	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0
AC013268.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013268.5	0.0821	0	0.0281	0.0142	0	0.0375	0	0	0	0	0	0	0.1761	0.0105	0
AC013269.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013269.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013269.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013271.3	0.0575	0.0101	0	0	0	0.0295	0	0	0	0	0	0.0045	0.3198	0.0082	0
AC013272.1	0	0	0	0	0	0	0	2.0341	0	0	0	0	0	0	0
AC013272.3	7.3383	3.6845	5.984	2.5731	1.5664	13.8571	2.5465	4.9883	0.7381	2.1617	15.1987	6.8878	25.2955	10.0281	2.8052
AC013274.3	1.207	0.2177	0.0075	0.0131	0.1091	0.0383	0.0126	0.0141	0.1852	0.021	0.1109	0.2154	0.7588	0.05	0.2334
AC013275.1	0.0808	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013275.2	0.1546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013283.1	6.4351	5.6951	5.4	5.2434	2.8862	3.5229	3.3096	1.1285	2.8353	7.0251	5.965	10.1192	5.943	2.7654	0.9424
AC013283.2	0.6766	0	0.3799	0.2414	0.086	0.001	0.8278	0	0.0305	0	0.2361	0	0	0.0368	0
AC013283.3	11.9218	16.235	10.7517	3.7064	5.9911	6.3924	4.8373	6.2256	5.1716	17.1653	12.9369	20.3725	8.6902	4.0447	4.4528
AC013300.1	3.8292	0.95	1.0025	8.3613	0.9731	7.1263	0.0746	4.2449	0.0498	14.7971	3.0471	0.3337	4.1345	0.0102	5.3591
AC013356.1	27.3572	45.066	40.3554	69.9193	28.9077	62.7874	29.9037	46.2589	11.1743	42.5728	18.0403	45.6804	74.428	61.1617	37.4449
AC013356.2	67.345	70.2636	94.6837	103.7063	21.5215	133.5747	34.3144	86.1967	37.0046	98.1796	258.7508	99.6737	103.1658	107.5403	98.589
AC013356.3	0	0	0.778	0.3369	0.3312	0.2126	0	0	0	0	0.1439	0.1397	0	0	0
AC013399.3	0	2.3405	0	0	0	0	0	0	0	0	0	0.0133	0	0	0
AC013400.1	1.3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013400.2	14.81	2.8619	1.3617	0.3031	1.6168	1.0336	6.3932	2.1225	1.2032	1.1183	4.2706	1.3909	1.0599	0.9131	2.19
AC013401.1	0.1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013401.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013401.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.2	1.9748000000000001	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0
AC013402.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013402.5	0.1992	1.7761	4.0221	0	0	0.653	0	0	0	0	0	0.2463	0	0.5556	0.8308
AC013402.6	0	1.913	4.2354	0	0	0	0	0	0	0	0	0	0	0.7085	0.7176
AC013403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013403.13	3.706	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013403.9	2.9281	4.3654	2.7777	1.9187	1.5513	5.3111	3.1472	1.2421	1.4808	2.1971	2.621	6.0815	7.6768	5.1379	0.8459
AC013404.1	0.4474	0.0211	0.0148	0.0339	0.1856	0.174	0	0	0	0	0	0.0298	0	0.0713	0
AC013409.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013409.2	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013409.3	0	0	0	0	0	0.0333	0	0	0	0	0	0	0	0	0
AC013409.4	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0
AC013410.1	0.8343	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013410.2	5.2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013412.1	2.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0726
AC013413.1	0.8469	0	0	0	0.0674	0.1449	0	0	0	0	0.6064	0	0	0	0
AC013414.2	2.5521	1.9554	1.8709	1.4058	0.0826	1.4872	3.2143	0.4601	1.3539	0.4519	2.4488	0.3116	3.87	2.5922	0.7572
AC013418.1	12.6559	0.3206	7.3509	12.2494	15.329	2.7675	17.4661	5.4997	7.6807	3.9129	0.8723	2.3346	2.3105	1.626	32.5909
AC013418.2	4.9742	12.1965	13.6459	24.0461	7.9716	8.1232	23.2131	10.6429	13.9275	12.4435	1.0835	16.5026	12.3462	14.8003	16.033
AC013418.3	4.3111	3.3439	2.3019	3.9916	0.4594	3.0753	2.7625	2.4577	2.9969	1.6212	1.6391	2.17	5.1803	1.9918	4.5291
AC013429.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013429.5	1.8528	0.3004	2.4412	0	0.0012	0.4899	0.0565	0	0	0.7393	0.7134	1.1832	1.8882	0.0454	0.0782
AC013434.1	10.3415	4.0413	8.5451	5.0942	6.1853	8.0903	6.0091	11.7787	9.9526	3.8871000000000002	5.1207	4.7899	14.3176	4.0554	6.5482
AC013436.6	0.1613	0	0	0	0.0703	0	0	0	0	0	0.0896	0	0	0	0
AC013437.1	0	0	0	0	0	0	0	0.2885	0	0	0	0	0	0	0
AC013437.2	0.4529	0	0	0	0.0896	0	0	0.426	0	0	0	0	0	0	0
AC013437.3	0.3049	0	0	0	0	0	0	0.0587	0	0	0.0429	0	0	0	0
AC013437.4	0.938	0	0	0	0.4488	0	0	0	0	0	0	0.2189	0	0	0
AC013437.5	0.1811	0	0	0	0.0802	0.0034	0	0.0444	0	0	0.1835	0.0417	0	0	0
AC013437.6	1.96	0	0	0	0.1885	0	0	0	0	0	0	0	0	0	0
AC013437.7	3.1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013437.8	0	0	0	0	0.1293	0	0	0.2147	0	0	0	0	0	0	0
AC013437.9	0.1315	0	0	0	0.5515	0	0	0.612	0	0	0	0.2197	0	0	0
AC013439.4	2.9578	1.0865	0	0	0	0	0	0	0	0	0	0	0	0.0142	0
AC013442.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013444.1	8.7322	3.5019	0.1434	0	1.1943	0.4216	3.5636	6.231	4.6051	0	0.3527	1.386	1.6906	1.7061	0.3266
AC013448.1	0	0	0.0169	0	0	0	0	0	0	0	0	0	0	0	0
AC013448.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013452.1	0	0	0	0	0	0	0	0	0	0	0	0	0.3609	0	0
AC013452.2	0	0.1137	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013456.1	0.5282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013460.1	0.9928	0.1896	0	0	0.0679	0.2563	0.0618	0.1277	0	0.053	0.0307	0.0976	0.4998	0.336	0.023
AC013461.1	10.3084	12.8591	9.6503	5.6665	1.2101	13.8543	7.8086	7.1968	9.8008	14.096	12.7817	4.8446	6.8559	19.1981	8.8777
AC013461.2	4.5228	1.3611	1.5175	0.6198	0.4782	1.954	2.2566	0.7911	3.8427	4.0817	3.3152	0.7711	1.037	2.9865	1.5463
AC013463.2	0.5206	0	0	0	0	0	0	0	0	0	0	0.0921	0.0427	0	0
AC013467.1	2.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013467.2	0	0.1102	0	1.5154	0.1101	0	0	0	0	0	0	0.337	0	0.0251	0
AC013468.2	1.8378	0.3696	0.1049	0	0.488	0.1969	0	0	0.1137	0	0.3049	0	0.537	0.0998	0
AC013470.6	3.8501	0.1282	0.1593	0.0604	0.2309	0.2834	0.0386	0.0434	0.0617	0.0495	0.0159	0.1115	0.0449	0.1634	0.1464
AC013470.8	1.0471	0	0	0	0.002	0.0144	0	0.0562	0	0	0	0	0	0	0
AC013472.3	0.6441	0	0.3672	0	0.1007	0.1738	0.1673	0.3969	1.6262	0.015	0	0.1997	0.7883	0.0297	0.5279
AC013472.4	1.5769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013472.6	0	0.0274	0	0	0.9607	1.9075	1.0606	0.5912	0	0	2.3401	1.2367	3.7093	1.3304	0.0637
AC013474.3	4.6833	13.251	8.0327	13.9979	0.8453	8.8266	11.4238	12.7325	8.4692	5.6568	1.6354	10.5836	11.1719	13.2457	17.2017
AC013474.4	1.3265	9.093	1.2292	0.911	0.5972	0.6922	0.2314	0	0.7108	3.615	2.7246	6.8171	2.4815	3.0641	0.3572
AC013476.1	1.6017	0.0103	1.1762	0.3937	1.2798	0.4779	0.3406	2.3946	3.0196	0.3461	3.5733	1.132	1.7744	1.6186	1.1559
AC013476.2	0.6875	0.1512	0	0	0.1329	0.7313	0.182	0	1.6127	0	1.2914	1.0174	1.1004	0.8566	1.8783
AC013477.1	13.2656	0.1407	0.0669	8.5152	0	0.2346	0.4036	0	0.0506	0	0.5009	0.2612	0.9881	0.2554	0
AC013480.1	1.7815	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0
AC013480.2	1.3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013486.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013486.2	0.5052	0.1086	0.0197	0	0.0299	0.0343	0	0	0.0046	0	0.0438	0.4382	0	0	0
AC013486.3	0.2888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013489.1	4.6071	0	0	0	0	0.6333	0	0	0	0	1.6097	0	0.2711	0	0
AC013489.2	0.9137	1.1004	2.0986	2.7963	0.6195	1.1146	1.4079	1.9848	0.7389	0.7833	2.4656	2.3771	6.1365	2.1512	1.2068
AC013489.3	0.307	0	0.1133	0	0	0.2266	0.0051	0	0	0	0.3657	0.0108	2.8601	0.0113	0
AC013553.1	2.7255	0.2245	0.71	0.1891	0.6946	0.2653	1.0411	0.0036	0.9723	0.0394	0.9817	0.436	1.2051	0.1535	0.1055
AC013558.1	1.4277	0	0.0054	0	0.0368	0	0	0.0311	0.0173	0	0	0.0076	0.0097	0.014	0
AC013564.1	0.5129	0.0072	0	0.6955	0.0103	0.0046	0.015	0	0	0.0324	0.0684	0.0061	0	0.0174	0
AC013603.2	4.0155	0	0	0	0	0	0	0	0	0	0.7518	0	1.1215	0.0236	0
AC013701.1	13.6003	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013717.3	0.1541	0.0143	0.1093	0.3582	0.3334	0.6373	0.5748	0.1749	1.2073	0.0642	0	0.5261	0.1254	0.6633	0.009
AC013722.1	1.3076	5.7656	0.434	1.4495	0.6821	0.5433	1.5569	1.8196	2.7134	0.4019	0	0.9073	1.0599	1.6034	3.1772
AC013722.2	3.0566	0	0	0.4245	1.9908	0	5.5951	3.5001	2.5922	0	0	0.2702	1.3887	0.4629	0
AC013727.1	1.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013727.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013731.1	0	0	0.0017	0	0	0.0293	0	0	0	0	0	0	0	0	0.0827
AC013733.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013733.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013733.5	0.3372	0	0	0.0524	0.068	0	0	0	0.0639	0	0	0.0415	0	0	0
AC013734.1	0.0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013734.2	0.4851	0	0	0	0.8752	0	0	0	0	0	0	0	0	0	0
AC013751.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC013791.2	0	0	0	0	0	0	0.7275	0	0	0	0.2971	1.9764	0	0	0
AC013791.7	0	0.0957	0.0162	0.6054	0.8405	0	0.7353	0.0692	0.0821	0	0.0312	0	0	0	0.0405
AC015550.1	32.7715	50.6209	25.7909	67.6979	19.7885	43.2298	59.9239	94.5571	41.2146	41.526	22.2462	64.2631	58.7215	118.1116	59.6456
AC015574.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015631.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015674.1	5.2713	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015688.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC015689.1	5.1491	0.4218	3.2621000000000002	3.0471	5.3802	1.7792	4.5372	1.3356	5.268	4.3766	1.6862	2.2382	4.0313	2.8595	3.5839
AC015691.13	0.7249	0.747	0.0521	0	0.3292	1.1418	1.0173	0.0276	0.0552	0	0.1552	2.7563	0.6048	0.7953	0.096
AC015691.7	1.6926	0.8502	0	0	0	0.3294	0.4642	0.2376	0	0.0209	0	0.8728	0.9888	0.3192	0
AC015712.1	0.8896	0.2888	0.0481	0.1884	0.1649	0.373	0.157	0.3553	0	0.005	0.5977	0.0396	0.0552	0.1362	0.1089
AC015712.2	2.4028	1.6547	0.4655	0.0044	0.3906	2.3894	0.3099	1.1746	0.3454	2.8064	0.5652	1.6727	3.8895	1.4065	0
AC015720.1	1.7791	0.1876	2.3692	3.1001	3.4741	2.5271	0.953	0.628	2.3201	1.963	1.0005	1.7875	0.3455	0.1826	0.0478
